亦庄开发区|大兴其它|旧宫镇 上林苑 南北通透 三居室 快速公交一号线 |上林苑| | 3室1厅 | 126.38平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |大兴其它|350万|单价27695元/平米
亦庄开发区|亦庄|力宝广场 精装修  商住两用 不限购 紧邻地铁 可注册|力宝广场| | 1室1厅 | 92.33平米 | 东北 | 精装|中楼层(共28层)  2011年建塔楼  -  |亦庄|240万|单价25994元/平米
亦庄开发区|亦庄|荣京丽都 不限购两居 紧邻地铁 朝向好|荣京丽都| | 2室1厅 | 68.84平米 | 东 南 | 简装|中楼层(共27层)  2008年建塔楼  -  |亦庄|140万|单价20338元/平米
亦庄开发区|亦庄|林肯公园 精装 北向 高层观景房 邻近地铁 拎包入住|林肯公园| | 1室0厅 | 55.5平米 | 北 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|170万|单价30631元/平米
亦庄开发区|亦庄|荣京丽都两居室 不限购 临地铁 拎包入住|荣京丽都| | 2室1厅 | 68.84平米 | 南 西 | 其他|高楼层(共27层)  2008年建塔楼  -  |亦庄|155万|单价22516元/平米
亦庄开发区|亦庄|小康家园 黄金楼层南北通透三居室 毛坏|小康家园| | 3室2厅 | 103平米 | 南 | 毛坯|中楼层(共6层)  1997年建板楼  -  |亦庄|285万|单价27670元/平米
亦庄开发区|亦庄|博客雅居 大开间可改小两居 临近地铁 学区房|博客雅居| | 1室0厅 | 65.56平米 | 北 | 简装|高楼层(共24层)  2008年建塔楼  -  |亦庄|175万|单价26694元/平米
亦庄开发区|亦庄|林肯二期两居室 精装修不限购 地铁房 商住两用|林肯公园二期| | 2室2厅 | 120平米 | 北 | 其他|高楼层(共22层)  2014年建塔楼  -  |亦庄|445万|单价37084元/平米
亦庄开发区|亦庄|远洋天著二期 5室2厅 1320万|远洋天著二期| | 5室2厅 | 280平米 | 南 北 | 其他|低楼层(共1层)    -  |亦庄|1320万|单价47143元/平米
亦庄开发区|亦庄|国瑞金嵿正规两居室，西南朝向，业主诚心出售|国锐金嵿| | 2室2厅 | 101平米 | 西南 | 精装|高楼层(共27层)  2016年建塔楼  -  |亦庄|440万|单价43565元/平米
亦庄开发区|亦庄|君安国际 3室2厅 500万|君安国际| | 3室2厅 | 156平米 | 西北 | 其他|中楼层(共22层)  2013年建塔楼  -  |亦庄|500万|单价32052元/平米
亦庄开发区|亦庄|33平loft，装修齐全，不限购，周边配套|国融国际| | 1室1厅 | 33.16平米 | 北 | 其他|高楼层(共16层)  2006年建塔楼  -  |亦庄|125万|单价37697元/平米
亦庄开发区|亦庄|国锐金嵿   西南两居室   精装修|国锐金嵿| | 2室1厅 | 125平米 | 西南 | 精装|高楼层(共36层)  2015年建板楼  -  |亦庄|550万|单价44000元/平米
亦庄开发区|亦庄|力宝广场精装大一居 不限购 紧邻地铁 周边配套完善|力宝广场| | 1室1厅 | 79.37平米 | 东南 | 精装|中楼层(共25层)  2011年建塔楼  -  |亦庄|210万|单价26459元/平米
亦庄开发区|亦庄|力宝广场南北通透三居室，精装修，不限购，紧邻地铁！|力宝广场| | 3室2厅 | 138平米 | 南 北 | 精装|中楼层(共20层)  2011年建板楼  -  |亦庄|430万|单价31160元/平米
亦庄开发区|亦庄|林肯公园经典3居室 精装 免税 近地铁|林肯公园二期| | 3室2厅 | 168平米 | 南 西 | 其他|中楼层(共22层)  2014年建塔楼  -  |亦庄|590万|单价35120元/平米
亦庄开发区|亦庄|林肯公园  临近地铁 正规一居室 景观楼层 |林肯公园| | 1室1厅 | 56平米 | 西 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|158万|单价28215元/平米
亦庄开发区|亦庄|林肯公园 不限购  一居室  临近地铁|林肯公园| | 1室1厅 | 55.29平米 | 西 | 精装|中楼层(共24层)  2009年建塔楼  -  |亦庄|170万|单价30747元/平米
亦庄开发区|亦庄|荣京丽都   精装两居   西南朝向，采光棒|荣京丽都| | 2室1厅 | 68.84平米 | 西 南 | 精装|中楼层(共27层)  2008年建塔楼  -  |亦庄|170万|单价24695元/平米
亦庄开发区|亦庄|不限购 民水商电 有钥匙看房方便 楼层好|北京经开荣京道| | 1室0厅 | 126平米 | 东北 | 毛坯|未知楼层(共19层)  塔楼  -  |亦庄|352万|单价27937元/平米
亦庄开发区|亦庄|精装复式 不限购 紧邻地铁 配套完善|荣京丽都| | 2室1厅 | 55平米 | 南 | 其他|中楼层(共27层)  2008年建塔楼  -  |亦庄|190万|单价34546元/平米
亦庄开发区|亦庄|国锐金嵿西南金角两居 双卫格局 利用率高|国锐金嵿| | 2室2厅 | 123.8平米 | 西 | 精装|低楼层(共36层)  2015年建板楼  -  |亦庄|470万|单价37965元/平米
亦庄开发区|亦庄|南向正规一居室，低总价，不限购|林肯公园| | 1室1厅 | 50平米 | 南 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|160万|单价32000元/平米
亦庄开发区|亦庄|林肯公园 正规一居是  低楼层|林肯公园| | 1室1厅 | 49.92平米 | 北 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|150万|单价30049元/平米
亦庄开发区|亦庄|林肯二期A区 精装修  不限购 西向两居室|林肯公园二期A区| | 2室1厅 | 120平米 | 西 | 精装|高楼层(共19层)  2014年建塔楼  -  |亦庄|420万|单价35000元/平米
亦庄开发区|亦庄|林肯公园二期A区 全南向 精装2居  诚意卖  |林肯公园二期A区| | 2室2厅 | 120平米 | 南 | 精装|低楼层(共21层)  2014年建塔楼  -  |亦庄|428万|单价35667元/平米
亦庄开发区|亦庄|商住两用不限购 总价低 新装修 朝向好 视野佳|北京经开荣京道| | 3室2厅 | 116平米 | 东南 | 精装|中楼层(共9层)  塔楼  -  |亦庄|348万|单价30000元/平米
亦庄开发区|亦庄|林肯公园复式两居室 带燃气不限购|林肯公园| | 2室1厅 | 45.44平米 | 东北 | 其他|高楼层(共24层)  2009年建塔楼  -  |亦庄|240万|单价52817元/平米
亦庄开发区|亦庄|国锐金嵿 精装大两居 电梯观景房 业主诚心出售|国锐金嵿| | 2室2厅 | 120平米 | 西 | 精装|低楼层(共36层)  2015年建板楼  -  |亦庄|480万|单价40000元/平米
亦庄开发区|亦庄|荣京丽都 1室0厅 100万|荣京丽都| | 1室0厅 | 41.44平米 | 北 | 其他|高楼层(共27层)  2008年建塔楼  -  |亦庄|100万|单价24132元/平米
亦庄开发区|亦庄|国融国际 1室0厅 74万|国融国际| | 1室0厅 | 33.36平米 | 北 | 其他|中楼层(共23层)  2005年建塔楼  -  |亦庄|74万|单价22183元/平米
亦庄开发区|亦庄|国融国际 1室0厅 95万|国融国际| | 1室0厅 | 42.78平米 | 西 | 其他|中楼层(共21层)  2007年建塔楼  -  |亦庄|95万|单价22207元/平米
亦庄开发区|亦庄|纯底商 纯毛坯 可起明火可做餐饮 看房随时 诚意出售|金色漫香林三期| | 1室1厅 | 81平米 | 北 | 其他|低楼层(共1层)  板塔结合  -  |亦庄|300万|单价37038元/平米
亦庄开发区|亦庄|林肯公园 复式两居 商住两用 临近地铁|林肯公园| | 2室1厅 | 40平米 | 西 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|220万|单价55000元/平米
亦庄开发区|亦庄|不限购  低楼层  办公首选  临地铁|林肯公园| | 1室0厅 | 38平米 | 北 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|95万|单价25000元/平米
亦庄开发区|亦庄|荣京丽都 小复式 临近地铁 不限购 |荣京丽都| | 1室1厅 | 35平米 | 南 | 简装|中楼层(共27层)  2008年建塔楼  -  |亦庄|140万|单价40000元/平米
亦庄开发区|亦庄|力宝广场 精装修 不限购 地铁房 业主诚意出售|力宝广场| | 2室1厅 | 109.87平米 | 南 北 | 精装|高楼层(共23层)  2011年建板塔结合  -  |亦庄|355万|单价32311元/平米
亦庄开发区|亦庄|国融国际小开间，精装修，无遮挡，紧邻地铁|国融国际| | 1室0厅 | 33.36平米 | 北 | 其他|中楼层(共23层)  2005年建塔楼  -  |亦庄|75万|单价22483元/平米
亦庄开发区|亦庄|满两年原值高临近地铁装修好北向开间|国融国际| | 1室1厅 | 33.36平米 | 北 | 精装|低楼层(共23层)  2005年建塔楼  -  |亦庄|95万|单价28478元/平米
亦庄开发区|亦庄|70年大产权，学区房，满五年，南北通透，|金泰公寓| | 2室1厅 | 122平米 | 南 北 | 其他|低楼层(共12层)  2002年建板楼  -  |亦庄|340万|单价27869元/平米
亦庄开发区|亦庄|林肯公园 精装 南向厨卫分离 一居 拎包入住 |林肯公园| | 1室1厅 | 55.45平米 | 南 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|175万|单价31560元/平米
亦庄开发区|亦庄|大雄公寓  40年商住房  不限购 可注册办公|大雄公寓| | 1室0厅 | 48平米 | 东 南 | 简装|高楼层(共6层)  2002年建板楼  -  |亦庄|80万|单价16667元/平米
亦庄开发区|亦庄|林肯公园 少有的东南向燃气两居室，临地铁，精装修！|林肯公园| | 2室1厅 | 71平米 | 东南 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|260万|单价36620元/平米
亦庄开发区|亦庄|林肯公园 南向正规一居室 保持好采光棒|林肯公园| | 1室1厅 | 52平米 | 南 | 其他|中楼层(共24层)  2009年建塔楼  -  |亦庄|170万|单价32693元/平米
亦庄开发区|亦庄|国锐金嵿 大三居 地标豪华精装修|国锐金嵿| | 3室2厅 | 141平米 | 南 | 精装|低楼层(共36层)  2015年建板楼  -  |亦庄|630万|单价44681元/平米
亦庄开发区|亦庄|大雄公寓  40年商住不限购  可注册可办公  紧邻地铁|大雄公寓| | 1室0厅 | 48平米 | 东 | 简装|高楼层(共6层)  2002年建板楼  -  |亦庄|85万|单价17709元/平米
亦庄开发区|亦庄|博客雅居精装三居室，拎包入住，总价较低|博客雅居| | 3室2厅 | 104.29平米 | 西 南 | 其他|高楼层(共24层)  2008年建塔楼  -  |亦庄|330万|单价31643元/平米
亦庄开发区|亦庄|荣京丽都 1室0厅 90万|荣京丽都| | 1室0厅 | 44.71平米 | 西南 | 其他|中楼层(共27层)  2008年建塔楼  -  |亦庄|90万|单价20130元/平米
亦庄开发区|亦庄|荣京丽都 1室0厅 85万|荣京丽都| | 1室0厅 | 36.52平米 | 北 | 其他|高楼层(共27层)  2008年建塔楼  -  |亦庄|85万|单价23275元/平米
亦庄开发区|亦庄|荣京丽都 1室0厅 90万|荣京丽都| | 1室0厅 | 34.12平米 | 东 | 其他|高楼层(共27层)  2008年建塔楼  -  |亦庄|90万|单价26378元/平米
亦庄开发区|亦庄|林肯公园 南向开间 采光好 民水民电 地铁房|林肯公园| | 1室0厅 | 36平米 | 南 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|120万|单价33334元/平米
亦庄开发区|亦庄|国融国际精品复式，商住两用不限购|国融国际| | 1室1厅 | 42.73平米 | 西 | 其他|高楼层(共16层)  2006年建塔楼  -  |亦庄|155万|单价36275元/平米
亦庄开发区|亦庄|林肯120平大两居室朝小区花园 景观房有本随时配合签约|林肯公园二期| | 2室2厅 | 120平米 | 北 | 其他|中楼层(共22层)  2014年建塔楼  -  |亦庄|425万|单价35417元/平米
亦庄开发区|亦庄|林肯公园 精装修 50平米正规一居 临近文化园地铁站|林肯公园| | 1室1厅 | 50平米 | 西 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|150万|单价30000元/平米
亦庄开发区|亦庄|国融国际 朝南 不满两年 地铁房|国融国际| | 1室0厅 | 33.36平米 | 南 | 其他|中楼层(共23层)  2005年建塔楼  -  |亦庄|80万|单价23981元/平米
亦庄开发区|亦庄|林肯公园大开间户型！投资过渡首选！精装修！地铁房！|林肯公园| | 1室0厅 | 44.75平米 | 西 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|142万|单价31732元/平米
亦庄开发区|亦庄|林肯公园二期 观景两居室 视野开阔 落地飘窗|林肯公园二期| | 2室2厅 | 95平米 | 东 | 精装|中楼层(共28层)  2014年建塔楼  -  |亦庄|350万|单价36843元/平米
亦庄开发区|亦庄|国融国际 满五年唯一 免税地铁房|国融国际| | 1室1厅 | 53平米 | 东 北 | 其他|中楼层(共21层)  2007年建塔楼  -  |亦庄|120万|单价22642元/平米
亦庄开发区|亦庄|大雄公寓 大开间 东南朝向 地铁房|大雄公寓| | 1室0厅 | 48平米 | 东 南 | 其他|中楼层(共6层)  2002年建板楼  -  |亦庄|88万|单价18334元/平米
亦庄开发区|亦庄|国锐金嵿两居室 带电梯 精装修 不限购|国锐金嵿| | 2室1厅 | 104平米 | 东 | 精装|中楼层(共27层)  2016年建塔楼  -  |亦庄|460万|单价44231元/平米
亦庄开发区|亦庄|君安国际两居室，商住两用不限购，精装修|君安国际| | 2室1厅 | 119平米 | 东北 | 精装|低楼层(共22层)  2013年建塔楼  -  |亦庄|320万|单价26891元/平米
亦庄开发区|亦庄|不限购复式 临近地铁 可注册办公|荣京丽都| | 2室1厅 | 45平米 | 北 | 其他|中楼层(共27层)  2008年建塔楼  -  |亦庄|150万|单价33334元/平米
亦庄开发区|亦庄|林肯公园二期A区 不限购景观房 紧邻地铁 税费少|林肯公园二期A区| | 2室1厅 | 122平米 | 北 | 其他|低楼层(共21层)  2014年建塔楼  -  |亦庄|420万|单价34427元/平米
亦庄开发区|亦庄|贵园小区 黄金楼层 南北通透两居室 全明格局|贵园南里乙区| | 1室2厅 | 74平米 | 南 北 | 简装|低楼层(共6层)  2000年建板楼  -  |亦庄|240万|单价32433元/平米
亦庄开发区|亦庄|新康家园 精装复式四居  南北通透 满五年  |新康家园| | 4室2厅 | 216.37平米 | 南 北 | 其他|中楼层(共9层)  2003年建板塔结合  -  |亦庄|600万|单价27731元/平米
亦庄开发区|亦庄|力宝广场 紧邻地铁 绿化好 不限购|力宝广场| | 2室2厅 | 110平米 | 南 北 | 其他|中楼层(共23层)  2011年建塔楼  -  |亦庄|380万|单价34546元/平米
亦庄开发区|亦庄|林肯B区，看花园两居室，全南向|林肯公园二期| | 2室2厅 | 120平米 | 南 | 其他|中楼层(共28层)  2014年建板楼  -  |亦庄|450万|单价37500元/平米
亦庄开发区|亦庄|荣京道 不限购 精装东南向两居 |北京经开荣京道| | 2室1厅 | 107平米 | 东南 | 其他|中楼层(共19层)  塔楼  -  |亦庄|268万|单价25047元/平米
亦庄开发区|亦庄|地铁旁 国融国际53.06平LOFT 朝向好 楼层好|国融国际| | 2室1厅 | 53.06平米 | 西南 | 简装|高楼层(共23层)  2005年建塔楼  -  |亦庄|180万|单价33924元/平米
亦庄开发区|亦庄|荣京丽都精装复式，地铁旁，不限购|荣京丽都| | 1室1厅 | 36.1平米 | 西 | 精装|中楼层(共27层)  2008年建塔楼  -  |亦庄|130万|单价36012元/平米
亦庄开发区|亦庄|春华屋 高档小区 人文荟萃 高品质的象征|春华屋| | 3室2厅 | 162.56平米 | 南 北 | 精装|高楼层(共12层)  2000年建板塔结合  -  |亦庄|570万|单价35064元/平米
亦庄开发区|亦庄|新康家园 正规两居室 南北通透 |新康家园| | 2室1厅 | 103平米 | 北 南 | 其他|高楼层(共6层)  2000年建板楼  -  |亦庄|400万|单价38835元/平米
亦庄开发区|亦庄|标准一居室，地铁房，交通便利，高层视野好|林肯公园| | 1室1厅 | 56平米 | 西 | 其他|高楼层(共24层)  2009年建塔楼  -  |亦庄|170万|单价30358元/平米
亦庄开发区|亦庄|荣京丽都-不限购南向开间临地铁|荣京丽都| | 1室0厅 | 36.76平米 | 南 | 精装|中楼层(共27层)  2008年建塔楼  -  |亦庄|95万|单价25844元/平米
亦庄开发区|亦庄|贵园南里正规三居室 南北通透 低总价 诚意出售|贵园南里甲区| | 3室2厅 | 99.8平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |亦庄|260万|单价26053元/平米
亦庄开发区|亦庄|国融国际 1室0厅 78万|国融国际| | 1室0厅 | 32.89平米 | 南 | 其他|中楼层(共21层)  2007年建塔楼  -  |亦庄|78万|单价23716元/平米
亦庄开发区|亦庄|国融国际 1室1厅 100万|国融国际| | 1室1厅 | 46.96平米 | 西南 | 其他|中楼层(共23层)  2005年建塔楼  -  |亦庄|100万|单价21295元/平米
亦庄开发区|亦庄|博客雅居 1室1厅 190万|博客雅居| | 1室1厅 | 65平米 | 西 | 精装|中楼层(共24层)  2008年建塔楼  -  |亦庄|190万|单价29231元/平米
亦庄开发区|亦庄|林肯公园  精装修  开间 诚心出售|林肯公园| | 1室0厅 | 36平米 | 北 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|110万|单价30556元/平米
亦庄开发区|亦庄|荣京丽都-不限购 临地铁55平loft|荣京丽都| | 2室1厅 | 55平米 | 南 | 其他|低楼层(共27层)  2008年建塔楼  -  |亦庄|180万|单价32728元/平米
亦庄开发区|亦庄|人车分流，低总价，南向开间，小区临地铁，出行方便！|林肯公园| | 1室0厅 | 36平米 | 南 | 精装|低楼层(共24层)  2009年建塔楼  -  |亦庄|115万|单价31945元/平米
亦庄开发区|亦庄|国融国际46.96平正规一居室 朝西 户型好|国融国际| | 1室1厅 | 46.96平米 | 西 | 简装|中楼层(共23层)  2005年建塔楼  -  |亦庄|100万|单价21295元/平米
亦庄开发区|亦庄|林肯公园 燃气一居 商住两用 临近地铁|林肯公园| | 1室1厅 | 55平米 | 东北 | 精装|高楼层(共24层)  2009年建塔楼  -  |亦庄|165万|单价30000元/平米
亦庄开发区|亦庄|金漫五期，一层下跃，带花园，精装修。|金色漫香林五期| | 4室2厅 | 255平米 | 南 北 | 其他|未知楼层(共4层)  2012年建板楼  -  |亦庄|950万|单价37255元/平米
