海淀|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
海淀|中关村|中关村一小学区 满5年不唯一公房 可等拆迁|科育小区| | 2室1厅 | 65.88平米 | 南 | 简装|中楼层(共4层)  1979年建板楼  -  |中关村|700万|单价106254元/平米
海淀|中关村|科育小区 2室1厅 750万|科育小区| | 2室1厅 | 67.96平米 | 南 北 | 其他|中楼层(共4层)  1976年建板楼  -  |中关村|750万|单价110360元/平米
海淀|中关村|中关村软件园小区3居室出售，带25平米小院|软件园小区| | 3室1厅 | 80.91平米 | 南 北 | 精装|地下室(共6层)  1995年建板楼  -  |中关村|550万|单价67977元/平米
海淀|中关村|紫金数码 1室0厅 230万|紫金数码| | 1室0厅 | 43平米 | 东 | 精装|中楼层(共13层)  2006年建板塔结合  -  |中关村|230万|单价53489元/平米
海淀|中关村|东南小区 2室1厅 700万|东南小区| | 2室1厅 | 61.6平米 | 南 | 其他|低楼层(共12层)  1982年建板塔结合  -  |中关村|700万|单价113637元/平米
海淀|中关村|教委计生委大院 2室1厅 600万|教委计生委大院| | 2室1厅 | 63.26平米 | 南 北 | 其他|中楼层(共7层)  1995年建板楼  -  |中关村|600万|单价94847元/平米
海淀|中关村|中关村一小学区房  诚售朝南低楼层小一居|科育小区| | 1室1厅 | 40.4平米 | 南 | 简装|中楼层(共5层)  1981年建板楼  -  |中关村|550万|单价136139元/平米
海淀|中关村|科育小区 1室1厅 550万|科育小区| | 1室1厅 | 46.8平米 | 南 | 其他|高楼层(共5层)  1976年建板楼  -  |中关村|550万|单价117522元/平米
海淀|中关村|中关村稀缺优质三居室 南向 黄金楼层 采光棒视野好|中关村| | 3室1厅 | 103平米 | 南 西 | 其他|中楼层(共8层)  1998年建板塔结合  -  |中关村|800万|单价77670元/平米
海淀|中关村|知春里地铁旁 大泥湾小区 中间层一居|大泥湾| | 1室1厅 | 37.44平米 | 南 | 其他|低楼层(共6层)  1990年建板楼  -  |中关村|350万|单价93483元/平米
海淀|中关村|荣上局 小户型 人大附中实验小学  低总价|荣上居| | 1室0厅 | 40.1平米 | 西北 | 精装|中楼层(共21层)  2006年建板楼  -  |中关村|326万|单价81297元/平米
海淀|中关村|中关村一小学区房 东南小区院内大两居|东南小区| | 2室1厅 | 60平米 | 南 | 精装|高楼层(共12层)  1984年建板塔结合  -  |中关村|725万|单价120834元/平米
海淀|中关村|人大附学区 名额无占用 楼层高视野好 面积大|荣上居| | 1室1厅 | 55.91平米 | 东 | 精装|高楼层(共21层)  2006年建板楼  -  |中关村|335万|单价59918元/平米
海淀|中关村|中关村一小 科育小区 南北通透两居 中间层|科育小区| | 2室1厅 | 59.7平米 | 南 北 | 简装|中楼层(共5层)  1981年建板楼  -  |中关村|670万|单价112228元/平米
海淀|中关村|东南小区 2室1厅 640万|东南小区| | 2室1厅 | 67.6平米 | 东南 | 简装|中楼层(共16层)  1985年建塔楼  -  |中关村|640万|单价94675元/平米
海淀|中关村|人大附中实验小学名额  两居室 70年产权 可落户|理想大厦| | 2室1厅 | 126.2平米 | 北 | 其他|中楼层(共20层)  1999年建塔楼  -  |中关村|600万|单价47544元/平米
海淀|中关村|中关村一小 科育小区 南北通透两居 中间楼层 |科育小区| | 2室1厅 | 56.8平米 | 南 北 | 精装|中楼层(共5层)  1981年建板楼  -  |中关村|650万|单价114437元/平米
海淀|中关村|中关村一小学区 名额无占用 面积大采光好 周边少见|怡升园| | 3室2厅 | 383.12平米 | 东南 | 简装|低楼层(共14层)  2000年建板塔结合  -  |中关村|1200万|单价31322元/平米
海淀|中关村|中关村一小南北通透两居，满五年唯一，采光好。|软件园小区| | 2室1厅 | 62.6平米 | 南 北 | 简装|高楼层(共6层)  1995年建板楼  -  |中关村|626万|单价100000元/平米
海淀|中关村|怡升园  中关村一小学区   南北通透大三居   业主诚售|怡升园| | 3室1厅 | 143平米 | 南 北 | 精装|高楼层(共14层)  2000年建板塔结合  -  |中关村|1000万|单价69931元/平米
海淀|中关村|中关村一小学区房 怡升园 带电梯楼龄新|怡升园| | 2室1厅 | 119平米 | 东 西 | 简装|高楼层(共14层)  2000年建板塔结合  -  |中关村|952万|单价80000元/平米
海淀|中关村|人大附中实验小学学区房 知春路荣上居 东向大开间 |荣上居| | 1室0厅 | 53.12平米 | 东 | 精装|中楼层(共21层)  2006年建板楼  -  |中关村|350万|单价65889元/平米
海淀|中关村|知春路 紫金数码 西向小开间 近地铁|紫金数码| | 1室1厅 | 44.38平米 | 西 | 精装|中楼层(共13层)  2006年建板塔结合  -  |中关村|230万|单价51826元/平米
海淀|中关村|科育小区 南北通透2居视野开阔采光充足|科育小区| | 2室1厅 | 50平米 | 南 北 | 其他|高楼层(共4层)  1976年建板楼  -  |中关村|600万|单价120000元/平米
海淀|知春路|知春路 南北通透2居 满五唯一 有钥匙 诚售|罗庄东里| | 2室1厅 | 58.55平米 | 南 北 | 精装|高楼层(共6层)  1993年建板楼  -  |知春路|390万|单价66610元/平米
海淀|知春路|太月园东南向无遮挡 大客厅两面窗户 诚意出售随时可看|太月园| | 2室1厅 | 90.14平米 | 东南 | 精装|低楼层(共27层)  1999年建塔楼  -  |知春路|620万|单价68782元/平米
海淀|知春路|精装双南两居  电梯直达  双榆树一小学区  业主诚售|中关村东路106号院| | 2室1厅 | 74.47平米 | 南 | 精装|高楼层(共9层)  1996年建板楼  -  |知春路|630万|单价84598元/平米
海淀|知春路|蓟门北里 南北通透 中间层 简单装修 诚意出售|蓟门北里| | 2室1厅 | 57.6平米 | 南 北 | 精装|中楼层(共6层)  1982年建板楼  -  |知春路|400万|单价69445元/平米
海淀|知春路|罗庄西里西南北向3居 双轨地铁 大客厅宽敞 采光好|罗庄西里| | 3室1厅 | 109.45平米 | 南 西 北 | 简装|中楼层(共18层)  1998年建塔楼  -  |知春路|620万|单价56647元/平米
海淀|知春路|太月园东南向楼王两居室，随时看房|太月园| | 2室1厅 | 89平米 | 东 南 | 精装|中楼层(共27层)  1999年建塔楼  -  |知春路|630万|单价70787元/平米
海淀|知春路|首体家属院 南北通透两居室 精装修中高楼层 业主诚售|首体家属院| | 2室1厅 | 54.2平米 | 南 北 | 精装|高楼层(共6层)  1993年建板楼  -  |知春路|460万|单价84871元/平米
海淀|知春路|锦秋知春 南北通透两层复式 客厅挑高5.6米 送70平露台|锦秋知春| | 6室2厅 | 290平米 | 南 北 | 精装|高楼层(共11层)  2002年建板楼  -  |知春路|2198万|单价75794元/平米
海淀|知春路|知春路太月园 西向精装一改二居室  满五年唯一|太月园| | 2室1厅 | 71.87平米 | 西 | 精装|中楼层(共26层)  1999年建塔楼  -  |知春路|498万|单价69292元/平米
海淀|知春路|太阳园西南方正两居 一卧南 一卧西 业主诚售|太阳园| | 2室2厅 | 107平米 | 西 南 | 精装|中楼层(共26层)  2002年建塔楼  -  |知春路|910万|单价85047元/平米
海淀|知春路|锦秋知春 2厅 满五年唯一免税 朝东向飘窗阳台|锦秋知春| | 2室2厅 | 110.8平米 | 东 北 | 简装|低楼层(共25层)  2002年建塔楼  -  |知春路|800万|单价72203元/平米
海淀|知春路|太月园大三居黄金楼层双卫大客厅|太月园| | 3室2厅 | 151.53平米 | 东 西南 北 | 简装|高楼层(共27层)  1998年建塔楼  -  |知春路|870万|单价57415元/平米
海淀|知春路|蓟门桥 南北通透二居室 满五年唯一 近地铁 看房方便 |蓟门北里| | 2室1厅 | 57.4平米 | 南 北 | 简装|高楼层(共6层)  1988年建板楼  -  |知春路|380万|单价66203元/平米
海淀|知春路|蓟门北里 南北通透精装两居 业主诚心出售拎包入住|蓟门北里| | 2室1厅 | 57.4平米 | 南 北 | 精装|中楼层(共6层)  1988年建板楼  -  |知春路|400万|单价69687元/平米
海淀|知春路|★★蓟门桥★★板楼带电梯 南北通透 中间楼层两居室|蓟门东里| | 2室1厅 | 56.5平米 | 南 | 精装|高楼层(共15层)  1986年建板塔结合  -  |知春路|385万|单价68142元/平米
海淀|知春路|知春路罗庄西里东南北向3居 婚房装修 可直接入住|罗庄西里| | 3室1厅 | 109.3平米 | 东 南 北 | 精装|低楼层(共18层)  1998年建塔楼  -  |知春路|650万|单价59470元/平米
海淀|知春路|全南向5居室，满五年唯一，采光视野无遮挡|汉荣家园| | 5室2厅 | 168.49平米 | 南 | 简装|高楼层(共25层)  2000年建塔楼  -  |知春路|960万|单价56977元/平米
海淀|知春路|蓟门北里 临近地铁 南北通透两居室 精装修|蓟门北里| | 2室1厅 | 57平米 | 南 北 | 精装|高楼层(共6层)  1988年建板楼  -  |知春路|368万|单价64562元/平米
海淀|知春路|知春路太月园方正三居 满五年唯一 业主诚心出售|太月园| | 3室2厅 | 137.2平米 | 东南 北 | 精装|低楼层(共18层)  1999年建塔楼  -  |知春路|820万|单价59767元/平米
海淀|知春路|太月园西南向精装修2居 大客厅宽广明亮 采光好 |太月园| | 2室1厅 | 99平米 | 西南 | 精装|低楼层(共27层)  1999年建塔楼  -  |知春路|720万|单价72728元/平米
海淀|知春路|太阳园南北通透的房子,景观美,安静|太阳园| | 3室2厅 | 132.23平米 | 南 西 北 | 精装|低楼层(共26层)  2002年建塔楼  -  |知春路|1150万|单价86970元/平米
海淀|知春路|知春路 锦秋家园 西南向3居室 满5年唯一  诚售|锦秋知春| | 3室2厅 | 179.52平米 | 西 南 | 精装|低楼层(共25层)  2002年建塔楼  -  |知春路|1400万|单价77986元/平米
海淀|知春路|锦秋知春 南向 一居  高楼层 采光好|锦秋知春| | 1室1厅 | 87平米 | 南 | 精装|高楼层(共25层)  2002年建塔楼  -  |知春路|720万|单价82759元/平米
海淀|知春路|锦秋高层明厨明卫小2居，满五年唯一|锦秋知春| | 2室1厅 | 85.54平米 | 西 北 | 精装|中楼层(共27层)  2000年建塔楼  -  |知春路|630万|单价73650元/平米
海淀|知春路|满五年，唯一，精装修，全南两居室|太月园| | 2室2厅 | 94.6平米 | 南 | 精装|低楼层(共18层)  1999年建塔楼  -  |知春路|725万|单价76639元/平米
海淀|知春路|宏嘉丽园 东南向两居 满五唯一 精装拎包住|宏嘉丽园| | 2室2厅 | 95.71平米 | 东南 | 精装|中楼层(共25层)  2002年建塔楼  -  |知春路|710万|单价74183元/平米
海淀|知春路|太阳园拎包入住的3居,视野开阔|太阳园| | 3室2厅 | 131.55平米 | 东北 | 精装|高楼层(共26层)  2001年建塔楼  -  |知春路|1000万|单价76017元/平米
海淀|知春路|地铁、电梯、学区房  满五唯一  南北通透|中关村东路106号院| | 2室1厅 | 67平米 | 南 北 | 精装|高楼层(共9层)  1996年建板楼  -  |知春路|605万|单价90299元/平米
海淀|知春路|知春路金谷园 经典户型南北通透  近地铁 |金谷园| | 2室1厅 | 94.2平米 | 南 北 | 精装|中楼层(共7层)  1998年建板楼  -  |知春路|700万|单价74310元/平米
海淀|知春路|知春路 北航南门 锦秋花园 板楼前后对花园 采光视野好|锦秋知春| | 4室2厅 | 203.88平米 | 南 北 | 精装|中楼层(共11层)  2002年建板楼  -  |知春路|1700万|单价83383元/平米
海淀|知春路|太阳园 中心位置 中间楼层 全南向复式|太阳园| | 4室3厅 | 204.48平米 | 南 | 精装|中楼层(共22层)  2001年建塔楼  -  |知春路|1850万|单价90474元/平米
海淀|知春路|知春路 太阳园 西南北三居室 精装修 正对小区花园|太阳园| | 3室2厅 | 136.43平米 | 西南 北 | 精装|低楼层(共22层)  2001年建塔楼  -  |知春路|1180万|单价86492元/平米
海淀|知春路|北三环蓟门桥 西南向两居室 精装修 电梯直达 诚意出售|蓟门东里| | 2室0厅 | 65.6平米 | 西 南 | 精装|高楼层(共16层)  1986年建塔楼  -  |知春路|450万|单价68598元/平米
海淀|知春路|太月园三层西南北向大复式，等你来看|太月园| | 5室2厅 | 223.4平米 | 南 西 | 精装|高楼层(共27层)  1999年建塔楼  -  |知春路|1300万|单价58192元/平米
海淀|知春路|太阳园西南向3居，视野开阔，出租状态|太阳园| | 3室2厅 | 150.59平米 | 南 西 | 精装|低楼层(共26层)  2002年建塔楼  -  |知春路|1300万|单价86328元/平米
海淀|知春路|太阳园 全南复式 中高楼层 视野开阔 光线充足|太阳园| | 4室2厅 | 204.75平米 | 西南 | 精装|高楼层(共22层)  2001年建塔楼  -  |知春路|1850万|单价90355元/平米
海淀|知春路|北航南门 锦秋花园 南北三居 满五年唯一 |锦秋知春| | 3室2厅 | 164.24平米 | 南 北 | 其他|低楼层(共27层)  2000年建塔楼  -  |知春路|1500万|单价91330元/平米
海淀|知春路|北航南门罗庄南里精装南北两居赠送自建|罗庄南里| | 2室0厅 | 59平米 | 南 北 | 精装|低楼层(共6层)  1986年建板楼  -  |知春路|390万|单价66102元/平米
海淀|知春路|罗庄西里 东南2居，低总价2居，诚意出售，可看房|罗庄西里| | 2室1厅 | 86.4平米 | 东南 | 精装|低楼层(共18层)  1998年建塔楼  -  |知春路|550万|单价63658元/平米
海淀|知春路|罗庄东里 南北通透2居室全明格局 业主诚售|罗庄东里| | 2室1厅 | 65.9平米 | 南 北 | 精装|高楼层(共6层)  1993年建板楼  -  |知春路|495万|单价75114元/平米
海淀|知春路|北航南门  板楼2居室 正对小区花园|罗庄西里| | 2室1厅 | 59.82平米 | 东 西 | 简装|低楼层(共91层)  1998年建塔楼  -  |知春路|408万|单价68205元/平米
海淀|知春路|锦秋知春精装修西向一居，满五年唯一，看房方便|锦秋知春| | 1室1厅 | 85.59平米 | 西 北 | 精装|中楼层(共25层)  2002年建塔楼  -  |知春路|688万|单价80384元/平米
海淀|知春路|和景园小区 西南向一居室 大客厅 精装修 诚意出售|和景园| | 1室1厅 | 75.64平米 | 西南 | 精装|中楼层(共12层)  2001年建板塔结合  -  |知春路|505万|单价66764元/平米
海淀|知春路|东南北大四居 业主包个税 三卧朝南 通风性好|汉荣家园| | 4室2厅 | 159.85平米 | 东 南 北 | 简装|低楼层(共25层)  2000年建塔楼  -  |知春路|980万|单价61308元/平米
海淀|知春路|知春路罗庄西里南向一居满五年唯一|罗庄西里| | 1室1厅 | 44平米 | 南 | 简装|高楼层(共6层)  1996年建板楼  -  |知春路|330万|单价75000元/平米
海淀|知春路|盈都大厦满五唯一70年产权 业主诚售|盈都大厦| | 1室1厅 | 156平米 | 南 | 简装|低楼层(共21层)  2005年建塔楼  -  |知春路|780万|单价50000元/平米
海淀|知春路|北三环蓟门桥 南北向两居室 简单装修 采光通风效果好|蓟门东里| | 2室1厅 | 57.1平米 | 南 北 | 精装|低楼层(共15层)  1986年建板塔结合  -  |知春路|390万|单价68302元/平米
海淀|知春路|锦秋知春通透大1居 落地窗花园旁 集中供暖 看房方便|锦秋知春| | 1室1厅 | 90平米 | 南 北 | 精装|中楼层(共9层)  2002年建板楼  -  |知春路|670万|单价74445元/平米
