昌平|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
昌平|天通苑|天通苑西三区精致小两居，高楼层，满五唯一|天通西苑三区| | 2室1厅 | 85.86平米 | 西 | 精装|中楼层(共32层)  2003年建板楼  -  |天通苑|265万|单价30865元/平米
昌平|天通苑|中苑板楼中楼层3居室南北通透满五唯一|天通苑中苑| | 3室1厅 | 117.8平米 | 南 北 | 简装|中楼层(共7层)  2007年建板楼  -  |天通苑|350万|单价29712元/平米
昌平|天通苑|天通苑中苑 商满5唯一 精装  采光好 6+7复式|天通苑中苑| | 3室2厅 | 145.41平米 | 南 北 | 精装|高楼层(共7层)  2007年建板楼  -  |天通苑|420万|单价28884元/平米
昌平|天通苑|中苑6+7复式 商满五唯一 南北通透 不临街不把边|天通苑中苑| | 3室2厅 | 145.22平米 | 南 北 | 精装|高楼层(共7层)  2007年建板楼  -  |天通苑|419万|单价28853元/平米
昌平|天通苑|北三区小板楼二层 南北通透 小区中心两居室 诚售|天通苑北三区| | 2室2厅 | 111.04平米 | 南 北 | 精装|低楼层(共7层)  2005年建板楼  -  |天通苑|340万|单价30620元/平米
昌平|天通苑|南北通透、商品房满五年唯一、临地铁、首付低刚需首选|天通西苑三区| | 2室2厅 | 134.11平米 | 南 北 | 精装|中楼层(共13层)  2003年建板楼  -  |天通苑|370万|单价27590元/平米
昌平|天通苑|天通苑三区商品房 三居室高楼层出售|天通西苑三区| | 3室2厅 | 189平米 | 南 西北 | 其他|高楼层(共32层)  2003年建塔楼  -  |天通苑|400万|单价21165元/平米
昌平|天通苑|售北二区 南北通透 中高楼层 观景房中大户型两居|天通苑北二区| | 2室2厅 | 113.71平米 | 南 北 | 精装|中楼层(共17层)  2005年建板塔结合  -  |天通苑|320万|单价28142元/平米
昌平|天通苑|中苑精装修复式，套内赠送30平，商满5唯一送40平露台|天通苑中苑| | 3室2厅 | 145.68平米 | 南 北 | 精装|高楼层(共7层)  2007年建板楼  -  |天通苑|420万|单价28831元/平米
昌平|天通苑|天通苑北一区 满五唯一  西南向 小三居室 |天通苑北一区| | 3室1厅 | 113平米 | 南 西 | 精装|中楼层(共29层)  2004年建塔楼  -  |天通苑|323万|单价28585元/平米
昌平|天通苑|天通苑本三区经典3居室 公房满五年唯一住宅|天通苑本三区| | 3室1厅 | 84.37平米 | 东南 | 简装|高楼层(共6层)  1999年建板楼  -  |天通苑|286万|单价33899元/平米
昌平|天通苑|此房户型方正南北通透，商品房满五年唯一住房改善首选|天通苑中苑| | 4室2厅 | 172平米 | 南 北 | 毛坯|中楼层(共11层)  2008年建板楼  -  |天通苑|568万|单价33024元/平米
昌平|天通苑|板楼二层小三居，南北通透，满五唯一|天通苑本二区| | 3室1厅 | 108.71平米 | 东 南 北 | 简装|低楼层(共6层)  2000年建板楼  -  |天通苑|289万|单价26585元/平米
昌平|天通苑|西三区 商满五年唯一 精装西南大三居 首套仅1.5%契税|天通西苑三区| | 3室2厅 | 199.94平米 | 西南 | 精装|高楼层(共32层)  2003年建塔楼  -  |天通苑|420万|单价21007元/平米
昌平|天通苑|楼王位置 超大三居室 南北通透  无遮挡|天通西苑三区| | 3室2厅 | 167.8平米 | 南 北 | 精装|低楼层(共13层)  2003年建板楼  -  |天通苑|450万|单价26818元/平米
昌平|天通苑|天通苑板楼南北两居，中间楼层满五年唯一住房|天通苑东一区| | 2室1厅 | 76.91平米 | 南 北 | 简装|中楼层(共7层)  2001年建板楼  -  |天通苑|268万|单价34846元/平米
昌平|天通苑|电梯三居 商品房 满5唯一 正对小公园 视野好 出行方便|天通苑东一区| | 3室1厅 | 141.23平米 | 西南 | 简装|低楼层(共17层)  2001年建塔楼  -  |天通苑|350万|单价24783元/平米
昌平|天通苑|天通西苑一区客厅朝东南北通透高楼层三居室|天通西苑一区| | 3室2厅 | 169.33平米 | 南 北 | 毛坯|高楼层(共12层)  2001年建板楼  -  |天通苑|510万|单价30119元/平米
昌平|天通苑|天通苑 优质西南向三居 商品房 紧邻地铁17号线|天通苑东三区| | 3室1厅 | 157.16平米 | 西南 | 精装|低楼层(共18层)  2003年建塔楼  -  |天通苑|400万|单价25452元/平米
昌平|天通苑|未来17号线，板楼复式送30平露台，满五年唯一无个税|天通苑北三区| | 3室2厅 | 162平米 | 南 西 | 简装|高楼层(共7层)  2004年建板楼  -  |天通苑|350万|单价21605元/平米
昌平|天通苑|南北通透厅南三居室，无个税，中心位置|天通苑北二区| | 3室2厅 | 149.03平米 | 南 北 | 简装|高楼层(共13层)  2005年建板楼  -  |天通苑|450万|单价30196元/平米
昌平|天通苑|天通苑西一区南北通透三居室，一层带花园|天通西苑一区| | 3室1厅 | 149平米 | 南 北 | 其他|低楼层(共13层)  2001年建板楼  -  |天通苑|420万|单价28188元/平米
昌平|天通苑|天通苑 商品房 大三居 购房首选|天通西苑三区| | 3室2厅 | 189.05平米 | 南 西 北 | 简装|高楼层(共32层)  2003年建塔楼  -  |天通苑|350万|单价18514元/平米
昌平|天通苑|中苑 08年新房 南北通透的板楼3居 明厨明卫 |天通苑中苑| | 3室1厅 | 122.4平米 | 南 北 | 精装|中楼层(共7层)  2007年建板楼  -  |天通苑|360万|单价29412元/平米
昌平|天通苑|天通苑北一区，满五唯一，全南精装2居，300米地铁！|天通苑北一区| | 2室1厅 | 94.05平米 | 南 | 精装|高楼层(共29层)  2004年建塔楼  -  |天通苑|299万|单价31792元/平米
昌平|天通苑|南北通透稀缺户型，业主靠谱，随时签约|天通苑本三区| | 3室2厅 | 159.7平米 | 南 北 | 其他|高楼层(共6层)  1999年建板楼  -  |天通苑|320万|单价20038元/平米
昌平|天通苑|天通苑 西三区 朝西大两居 双卧适中，拎包入住|天通西苑三区| | 2室1厅 | 92.92平米 | 西 | 精装|中楼层(共32层)  2003年建塔楼  -  |天通苑|265万|单价28520元/平米
昌平|天通苑|地铁沿线商品房 原值230万，业主随时签约，|天通西苑三区| | 3室2厅 | 176.42平米 | 南 北 | 其他|低楼层(共32层)  2003年建塔楼  -  |天通苑|380万|单价21540元/平米
昌平|天通苑|天通苑东三区 精装3居 板楼1层 南北通透 紧邻公交总站|天通苑东三区| | 3室1厅 | 130平米 | 南 北 | 精装|低楼层(共7层)  2003年建板楼  -  |天通苑|370万|单价28462元/平米
昌平|天通苑|黄金2层 板楼大三居 南北通透 低首付 仅契税 采光好|天通苑东一区| | 3室1厅 | 129.62平米 | 南 北 | 精装|低楼层(共7层)  2001年建板楼  -  |天通苑|420万|单价32403元/平米
昌平|天通苑|太平家园南北2居、商满5唯一，拎包入住首付120万|太平家园| | 2室2厅 | 91.35平米 | 南 北 | 精装|中楼层(共6层)  2000年建板楼  -  |天通苑|315万|单价34483元/平米
昌平|天通苑|本四区满五唯一 板楼南北通透3居 钥匙房源|天通苑本四区| | 3室1厅 | 136.06平米 | 南 北 | 毛坯|高楼层(共6层)  2000年建板楼  -  |天通苑|360万|单价26459元/平米
昌平|天通苑|西三区【板楼东西通透】满五唯一！高层观景房|天通西苑三区| | 3室1厅 | 145平米 | 东 西 | 简装|高楼层(共13层)  2003年建板楼  -  |天通苑|348万|单价24000元/平米
昌平|天通苑|天通苑东一区 电梯南北向三居急售|天通苑东一区| | 3室1厅 | 178平米 | 南 北 | 精装|中楼层(共32层)  2000年建塔楼  -  |天通苑|350万|单价19663元/平米
昌平|天通苑|落地阳台 一层带花园三居室 满五年唯一|天通苑本四区| | 3室2厅 | 136.54平米 | 南 北 | 其他|低楼层(共6层)  2000年建板楼  -  |天通苑|430万|单价31493元/平米
昌平|天通苑|天通苑北三区，景观好，低市场价，好房不等人|天通苑北三区| | 4室1厅 | 148.13平米 | 南 北 | 其他|高楼层(共7层)  2005年建板楼  -  |天通苑|348万|单价23493元/平米
昌平|天通苑|商满五唯一 精装修 四居眼镜房|天通西苑三区| | 4室2厅 | 194.35平米 | 南 北 | 精装|高楼层(共14层)  2002年建板塔结合  -  |天通苑|550万|单价28300元/平米
昌平|天通苑|商品房满五年唯一精装两居客厅落地阳台仅有契税|天通西苑三区| | 2室1厅 | 95.69平米 | 东 | 精装|中楼层(共32层)  2002年建塔楼  -  |天通苑|305万|单价31874元/平米
昌平|天通苑|北一区厅南三居室 商满五唯一 精装修 全明格局|天通苑北一区| | 3室1厅 | 144.97平米 | 南 北 | 精装|低楼层(共13层)  2004年建板塔结合  -  |天通苑|480万|单价33111元/平米
昌平|天通苑|6+7复式，上下两层，南北双露台，满五年唯一|天通苑北三区| | 3室2厅 | 185平米 | 南 北 | 简装|高楼层(共7层)  2004年建板楼  -  |天通苑|365万|单价19730元/平米
昌平|天通苑|西三区板楼大两居室，落地阳台采光好|天通西苑三区| | 2室2厅 | 117.71平米 | 南 西 | 简装|中楼层(共13层)  2003年建板楼  -  |天通苑|330万|单价28036元/平米
昌平|天通苑|西二区，南北通透两居，精装修，中高楼层，钥匙房|天通西苑二区| | 2室1厅 | 81.71平米 | 南 北 | 精装|中楼层(共18层)  2000年建板楼  -  |天通苑|300万|单价36716元/平米
昌平|天通苑|天通苑本五区 楼王位置 紧邻地铁 客厅朝南|天通苑本五区| | 3室1厅 | 160平米 | 南 北 | 简装|中楼层(共10层)  2000年建板楼  -  |天通苑|450万|单价28125元/平米
昌平|天通苑|紧邻地铁，南北通透四居眼睛房，实木精装修，满五唯一|天通西苑三区| | 4室2厅 | 191.8平米 | 南 北 | 其他|中楼层(共13层)  2003年建板楼  -  |天通苑|430万|单价22420元/平米
昌平|天通苑|东一区电梯大三居、明厨明卫、满五唯一|天通苑东一区| | 3室2厅 | 178平米 | 南 北 | 简装|中楼层(共32层)  2000年建塔楼  -  |天通苑|358万|单价20113元/平米
昌平|天通苑|天通苑西二区，板楼，南北通透大三居|天通西苑二区| | 3室2厅 | 159.75平米 | 南 北 | 精装|中楼层(共13层)  2003年建板楼  -  |天通苑|380万|单价23788元/平米
昌平|天通苑|板楼一梯两户南北通透 满五唯一 楼层高 采光好|天通西苑二区| | 2室2厅 | 132.69平米 | 南 北 | 简装|中楼层(共13层)  2003年建板楼  -  |天通苑|350万|单价26378元/平米
昌平|天通苑|天通苑西三区电梯板楼6层南北精装三居室主卧客厅朝南|天通西苑三区| | 3室1厅 | 169.52平米 | 南 北 | 精装|中楼层(共13层)  2003年建板楼  -  |天通苑|420万|单价24776元/平米
昌平|天通苑|一层带花园，商品房满五年唯一住房，业主诚售。|天通苑本三区| | 3室1厅 | 128.66平米 | 南 北 | 精装|低楼层(共6层)  1999年建板楼  -  |天通苑|400万|单价31090元/平米
昌平|天通苑|天通苑东三区 精装修 厅南两居室 业主诚心出售|天通苑东三区| | 2室1厅 | 88.92平米 | 南 北 | 精装|中楼层(共7层)  2003年建板楼  -  |天通苑|280万|单价31489元/平米
昌平|天通苑|天通中苑南北通透板楼三居室精装修|天通苑中苑| | 3室2厅 | 169.63平米 | 南 北 | 精装|中楼层(共7层)  2007年建板楼  -  |天通苑|475万|单价28003元/平米
昌平|天通苑|天通西苑一区 得房率90% 南北通透三居 |天通西苑一区| | 3室1厅 | 147.95平米 | 南 北 | 精装|中楼层(共13层)  2001年建板楼  -  |天通苑|430万|单价29064元/平米
昌平|天通苑|东一区南北向电梯两居，满五唯一，商品房|天通苑东一区| | 2室1厅 | 101.42平米 | 南 西 北 | 精装|中楼层(共17层)  2001年建塔楼  -  |天通苑|315万|单价31059元/平米
昌平|天通苑|北一区楼王位置南北通透厅南3居 商品房满五年唯一|天通苑北一区| | 3室2厅 | 142.97平米 | 南 北 | 简装|低楼层(共16层)  2004年建板楼  -  |天通苑|430万|单价30077元/平米
昌平|天通苑|商满五唯一，临地铁，配套齐全，精装修电梯大复试|天通苑本五区| | 3室2厅 | 258平米 | 南 北 | 其他|高楼层(共10层)  2000年建板楼  -  |天通苑|600万|单价23256元/平米
昌平|天通苑|天通西苑三区 南北通透板楼2居室 满五唯一 精装修|天通西苑三区| | 2室1厅 | 134.11平米 | 南 北 | 精装|中楼层(共13层)  2003年建板楼  -  |天通苑|340万|单价25353元/平米
昌平|天通苑|【中苑】不临街不把边 电梯南北两居 经满五唯一|天通苑中苑| | 2室2厅 | 129平米 | 南 北 | 精装|高楼层(共16层)  2008年建板楼  -  |天通苑|375万|单价29070元/平米
昌平|天通苑|本六区 商满五唯一 南北通透 精装修|天通苑本六区| | 2室1厅 | 90.96平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |天通苑|283万|单价31113元/平米
昌平|天通苑|北三区 精装板楼三层大两居280万 临近城铁 随时签约|天通苑北三区| | 2室1厅 | 97.18平米 | 南 北 | 精装|中楼层(共7层)  2004年建板楼  -  |天通苑|290万|单价29842元/平米
昌平|天通苑|北三满五唯一板楼复式南北通透精装修|天通苑北三区| | 3室2厅 | 175.26平米 | 南 北 | 精装|高楼层(共7层)  2005年建板楼  -  |天通苑|380万|单价21683元/平米
昌平|天通苑|豪装精品复式 业主重金精心打造 商5唯一|天通苑中苑| | 5室3厅 | 188.49平米 | 南 西 北 | 精装|高楼层(共7层)  2007年建板楼  -  |天通苑|550万|单价29180元/平米
昌平|天通苑|商品房，中心位置，南北4居室改善首选，紧邻地铁|天通苑北一区| | 4室1厅 | 166.58平米 | 南 北 | 简装|中楼层(共7层)  2004年建板楼  -  |天通苑|460万|单价27615元/平米
昌平|天通苑|精装挑空电梯复式，商满五唯一，南北通透，看房方便！|天通苑中苑| | 4室3厅 | 235.73平米 | 南 北 | 精装|高楼层(共12层)  2008年建板塔结合  -  |天通苑|710万|单价30120元/平米
昌平|天通苑|电梯复式送露台 商满五唯一离地铁5号线天通苑站1500米|天通苑北二区| | 2室2厅 | 160.98平米 | 南 北 | 简装|高楼层(共18层)  2005年建板楼  -  |天通苑|460万|单价28575元/平米
昌平|天通苑|板楼一梯两户大三居 东西通透双阳台 满五年唯一住房|天通西苑三区| | 3室2厅 | 148.75平米 | 东 西 | 简装|低楼层(共13层)  2003年建板楼  -  |天通苑|350万|单价23530元/平米
昌平|天通苑|西三区【南北四居】【客厅双卧朝南】【送30万精装】|天通西苑三区| | 4室2厅 | 204平米 | 南 北 | 精装|低楼层(共13层)  2003年建板楼  -  |天通苑|470万|单价23040元/平米
昌平|天通苑|精装三居 满五年唯一 视野棒 总价合适|天通西苑三区| | 3室2厅 | 144平米 | 东北 | 精装|中楼层(共32层)  2003年建塔楼  -  |天通苑|350万|单价24306元/平米
昌平|天通苑|天通苑本四区 南北通透 客厅朝南三居室商品房满五诚售|天通苑本四区| | 3室2厅 | 136.02平米 | 南 北 | 简装|中楼层(共6层)  2000年建板楼  -  |天通苑|370万|单价27202元/平米
昌平|天通苑|距地铁576米 南北通透4居 商品房满五年唯一 拎包入住|天通西苑三区| | 4室1厅 | 176.56平米 | 南 北 | 精装|中楼层(共32层)  2003年建塔楼  -  |天通苑|380万|单价21523元/平米
昌平|天通苑|08年新房 南北通透大三居 满五唯一 看房方便|天通苑中苑| | 3室2厅 | 152.09平米 | 南 北 | 精装|中楼层(共19层)  2008年建板楼  -  |天通苑|470万|单价30903元/平米
昌平|天通苑|高楼层观景房大三居可以改四居视野棒棒的|天通西苑三区| | 3室1厅 | 189.5平米 | 南 北 | 精装|高楼层(共32层)  2003年建塔楼  -  |天通苑|380万|单价20053元/平米
昌平|天通苑|天通西苑三区 商品房满五年唯一 免税大三居南北通透！|天通西苑三区| | 3室1厅 | 156.18平米 | 南 北 | 精装|低楼层(共14层)  2002年建板塔结合  -  |天通苑|399万|单价25548元/平米
